Keyword,AMZ Search Volume,Google Search Volume,Google CPC,Google Competition,Amazon_Search_URL,Product_count,Product_url
activities for kids ages 8-10,3323,0.0,0.00,Low,https://www.amazon.com/s?k=activities+for+kids+ages+8-10&page=1,20000,https://www.amazon.com/s?k=activities+for+kids+ages+8-10&page=1
decomposition notebook pocket size,3321,0.0,0.00,Low,https://www.amazon.com/s?k=decomposition+notebook+pocket+size&page=1,190,https://www.amazon.com/s?k=decomposition+notebook+pocket+size&page=1
outside activities for kids ages 4-8,3320,0.0,0.00,Low,https://www.amazon.com/s?k=outside+activities+for+kids+ages+4-8&page=1,6000,https://www.amazon.com/s?k=outside+activities+for+kids+ages+4-8&page=1
dragon journal,3400,590.0,1.28,High,https://www.amazon.com/s?k=dragon+journal&page=1,663,https://www.amazon.com/s?k=dragon+journal&page=1
boxer calendar,3399,0.0,0.00,Low,https://www.amazon.com/s?k=boxer+calendar&page=1,738,https://www.amazon.com/s?k=boxer+calendar&page=1
money log book,3404,90.0,0.89,High,https://www.amazon.com/s?k=money+log+book&page=1,1000,https://www.amazon.com/s?k=money+log+book&page=1
name trace,3400,0.0,0.00,Low,https://www.amazon.com/s?k=name+trace&page=1,1000,https://www.amazon.com/s?k=name+trace&page=1
back to school clothes for teens,3319,0.0,0.00,Low,https://www.amazon.com/s?k=back+to+school+clothes+for+teens&page=1,4000,https://www.amazon.com/s?k=back+to+school+clothes+for+teens&page=1
author planner,3401,70.0,0.58,High,https://www.amazon.com/s?k=author+planner&page=1,60000,https://www.amazon.com/s?k=author+planner&page=1
daily handwriting practice contemporary cursive,3321,10.0,0,High,https://www.amazon.com/s?k=daily+handwriting+practice+contemporary+cursive&page=1,24,https://www.amazon.com/s?k=daily+handwriting+practice+contemporary+cursive&page=1
client tracker,3404,720.0,44.68,High,https://www.amazon.com/s?k=client+tracker&page=1,899,https://www.amazon.com/s?k=client+tracker&page=1
auto mileage log book tracker to record daily car distance traveled,3320,0.0,0.00,Low,https://www.amazon.com/s?k=auto+mileage+log+book+tracker+to+record+daily+car+distance+traveled&page=1,177,https://www.amazon.com/s?k=auto+mileage+log+book+tracker+to+record+daily+car+distance+traveled&page=1
abc dot markers activity book for toddlers,3319,0.0,0.00,Low,https://www.amazon.com/s?k=abc+dot+markers+activity+book+for+toddlers&page=1,3000,https://www.amazon.com/s?k=abc+dot+markers+activity+book+for+toddlers&page=1
hangul tracing,3402,0.0,0.00,Low,https://www.amazon.com/s?k=hangul+tracing&page=1,139,https://www.amazon.com/s?k=hangul+tracing&page=1
chore log book,3408,0.0,0.00,Low,https://www.amazon.com/s?k=chore+log+book&page=1,714,https://www.amazon.com/s?k=chore+log+book&page=1
africa journal,3398,0.0,0.00,Low,https://www.amazon.com/s?k=africa+journal&page=1,50000,https://www.amazon.com/s?k=africa+journal&page=1
wedding planner organizer for the planner,3322,0.0,0.00,Low,https://www.amazon.com/s?k=wedding+planner+organizer+for+the+planner&page=1,2000,https://www.amazon.com/s?k=wedding+planner+organizer+for+the+planner&page=1
train activity book for kids ages 4-8,3318,0.0,0.00,Low,https://www.amazon.com/s?k=train+activity+book+for+kids+ages+4-8&page=1,3000,https://www.amazon.com/s?k=train+activity+book+for+kids+ages+4-8&page=1
missing vowels word search puzzle book,3319,0.0,0,Low,https://www.amazon.com/s?k=missing+vowels+word+search+puzzle+book&page=1,239,https://www.amazon.com/s?k=missing+vowels+word+search+puzzle+book&page=1
airplane activities for toddlers 1-3,3318,0.0,0.00,Low,https://www.amazon.com/s?k=airplane+activities+for+toddlers+1-3&page=1,2000,https://www.amazon.com/s?k=airplane+activities+for+toddlers+1-3&page=1
spiral cryptograms puzzle books for adults,3320,0.0,0,Low,https://www.amazon.com/s?k=spiral+cryptograms+puzzle+books+for+adults&page=1,795,https://www.amazon.com/s?k=spiral+cryptograms+puzzle+books+for+adults&page=1
color happy an adult coloring book,3318,0.0,0.00,Low,https://www.amazon.com/s?k=color+happy+an+adult+coloring+book&page=1,5000,https://www.amazon.com/s?k=color+happy+an+adult+coloring+book&page=1
lined books for kids to write stories,3320,0.0,0.00,Low,https://www.amazon.com/s?k=lined+books+for+kids+to+write+stories&page=1,10000,https://www.amazon.com/s?k=lined+books+for+kids+to+write+stories&page=1
kids cursive writing workbook beginners,3318,0.0,0,Low,https://www.amazon.com/s?k=kids+cursive+writing+workbook+beginners&page=1,892,https://www.amazon.com/s?k=kids+cursive+writing+workbook+beginners&page=1
blank comic book draw your own comics,3319,10.0,0.00,High,https://www.amazon.com/s?k=blank+comic+book+draw+your+own+comics&page=1,592,https://www.amazon.com/s?k=blank+comic+book+draw+your+own+comics&page=1
pink gratitude journal for women 2023,3318,0.0,0.00,Low,https://www.amazon.com/s?k=pink+gratitude+journal+for+women+2023&page=1,854,https://www.amazon.com/s?k=pink+gratitude+journal+for+women+2023&page=1
gnome calendar,3401,880.0,0.45,High,https://www.amazon.com/s?k=gnome+calendar&page=1,470,https://www.amazon.com/s?k=gnome+calendar&page=1
velcro activity book for toddlers 1-3,3318,0.0,0.00,Low,https://www.amazon.com/s?k=velcro+activity+book+for+toddlers+1-3&page=1,621,https://www.amazon.com/s?k=velcro+activity+book+for+toddlers+1-3&page=1
mini mileage log book for self employed,3316,0.0,0.00,Low,https://www.amazon.com/s?k=mini+mileage+log+book+for+self+employed&page=1,110,https://www.amazon.com/s?k=mini+mileage+log+book+for+self+employed&page=1
blank story books for kids with lines,3319,0.0,0.00,Low,https://www.amazon.com/s?k=blank+story+books+for+kids+with+lines&page=1,924,https://www.amazon.com/s?k=blank+story+books+for+kids+with+lines&page=1
pilots flight logbook and record,3316,0.0,0.00,Low,https://www.amazon.com/s?k=pilots+flight+logbook+and+record&page=1,140,https://www.amazon.com/s?k=pilots+flight+logbook+and+record&page=1
travel activities for kids ages 4-8,3318,0.0,0.00,Low,https://www.amazon.com/s?k=travel+activities+for+kids+ages+4-8&page=1,3000,https://www.amazon.com/s?k=travel+activities+for+kids+ages+4-8&page=1
journal stickers for journaling adults,3316,0.0,0.00,Low,https://www.amazon.com/s?k=journal+stickers+for+journaling+adults&page=1,1000,https://www.amazon.com/s?k=journal+stickers+for+journaling+adults&page=1
missing vowels word search puzzle books,3319,0.0,0,Low,https://www.amazon.com/s?k=missing+vowels+word+search+puzzle+books&page=1,239,https://www.amazon.com/s?k=missing+vowels+word+search+puzzle+books&page=1
cute composition notebook college ruled,3318,0.0,0.00,Low,https://www.amazon.com/s?k=cute+composition+notebook+college+ruled&page=1,6000,https://www.amazon.com/s?k=cute+composition+notebook+college+ruled&page=1
truck activity book for kids ages 4-8,3318,0.0,0.00,Low,https://www.amazon.com/s?k=truck+activity+book+for+kids+ages+4-8&page=1,2000,https://www.amazon.com/s?k=truck+activity+book+for+kids+ages+4-8&page=1
location tracker for gps tracker for kids,3319,0.0,0.00,Low,https://www.amazon.com/s?k=location+tracker+for+gps+tracker+for+kids&page=1,572,https://www.amazon.com/s?k=location+tracker+for+gps+tracker+for+kids&page=1
usborne activity books for kids ages 4-8,3316,0.0,0.00,Low,https://www.amazon.com/s?k=usborne+activity+books+for+kids+ages+4-8&page=1,5000,https://www.amazon.com/s?k=usborne+activity+books+for+kids+ages+4-8&page=1
cute composition notebooks college ruled,3315,0.0,0.00,Low,https://www.amazon.com/s?k=cute+composition+notebooks+college+ruled&page=1,7000,https://www.amazon.com/s?k=cute+composition+notebooks+college+ruled&page=1
the dot to dot activity book for kids,3315,0.0,0.00,Low,https://www.amazon.com/s?k=the+dot+to+dot+activity+book+for+kids&page=1,3000,https://www.amazon.com/s?k=the+dot+to+dot+activity+book+for+kids&page=1
corinne crabtree planner no bs planner,3316,0.0,0.00,Low,https://www.amazon.com/s?k=corinne+crabtree+planner+no+bs+planner&page=1,27,https://www.amazon.com/s?k=corinne+crabtree+planner+no+bs+planner&page=1
missing vowels large print for adults,3316,0.0,0,Low,https://www.amazon.com/s?k=missing+vowels+large+print+for+adults&page=1,198,https://www.amazon.com/s?k=missing+vowels+large+print+for+adults&page=1
"notebook,journal notebook,journal for women",3314,0.0,0.00,Low,"https://www.amazon.com/s?k=notebook,journal+notebook,journal+for+women&page=1",50000,"https://www.amazon.com/s?k=notebook,journal+notebook,journal+for+women&page=1"
8.5x11 spiral notebook with pocket,3314,0.0,0.00,Low,https://www.amazon.com/s?k=8.5x11+spiral+notebook+with+pocket&page=1,2000,https://www.amazon.com/s?k=8.5x11+spiral+notebook+with+pocket&page=1
missing vowels word search puzzle,3317,0.0,0,Low,https://www.amazon.com/s?k=missing+vowels+word+search+puzzle&page=1,244,https://www.amazon.com/s?k=missing+vowels+word+search+puzzle&page=1
cute shiba inu composition notebook,3316,0.0,0.00,Low,https://www.amazon.com/s?k=cute+shiba+inu+composition+notebook&page=1,699,https://www.amazon.com/s?k=cute+shiba+inu+composition+notebook&page=1
daily mileage log book for taxes,3315,0.0,0.00,Low,https://www.amazon.com/s?k=daily+mileage+log+book+for+taxes&page=1,10000,https://www.amazon.com/s?k=daily+mileage+log+book+for+taxes&page=1
shift log & mileage book for truck drivers,3318,0.0,0.00,Low,https://www.amazon.com/s?k=shift+log+&+mileage+book+for+truck+drivers&page=1,274,https://www.amazon.com/s?k=shift+log+&+mileage+book+for+truck+drivers&page=1
mileage log book for small business,3314,0.0,0.00,Low,https://www.amazon.com/s?k=mileage+log+book+for+small+business&page=1,586,https://www.amazon.com/s?k=mileage+log+book+for+small+business&page=1
bible cryptograms puzzle books for adults,3317,0.0,0,Low,https://www.amazon.com/s?k=bible+cryptograms+puzzle+books+for+adults&page=1,816,https://www.amazon.com/s?k=bible+cryptograms+puzzle+books+for+adults&page=1
back to school clothes for girls,3313,0.0,0.00,Low,https://www.amazon.com/s?k=back+to+school+clothes+for+girls&page=1,20000,https://www.amazon.com/s?k=back+to+school+clothes+for+girls&page=1
cute composition notebooks college rule,3315,0.0,0.00,Low,https://www.amazon.com/s?k=cute+composition+notebooks+college+rule&page=1,50000,https://www.amazon.com/s?k=cute+composition+notebooks+college+rule&page=1
pixel coloring books color by number,3315,0.0,0.00,Low,https://www.amazon.com/s?k=pixel+coloring+books+color+by+number&page=1,904,https://www.amazon.com/s?k=pixel+coloring+books+color+by+number&page=1
caticorns kawaii aesthetic notebook for girls,3313,0.0,0.00,Low,https://www.amazon.com/s?k=caticorns+kawaii+aesthetic+notebook+for+girls&page=1,45,https://www.amazon.com/s?k=caticorns+kawaii+aesthetic+notebook+for+girls&page=1
wedding planner for the wedding planner,3314,0.0,0.00,Low,https://www.amazon.com/s?k=wedding+planner+for+the+wedding+planner&page=1,10000,https://www.amazon.com/s?k=wedding+planner+for+the+wedding+planner&page=1
mini mileage log book for taxes for self employed,3315,0.0,0.00,Low,https://www.amazon.com/s?k=mini+mileage+log+book+for+taxes+for+self+employed&page=1,103,https://www.amazon.com/s?k=mini+mileage+log+book+for+taxes+for+self+employed&page=1
numbers puzzles for toddlers 1-3,3317,0.0,0.00,Low,https://www.amazon.com/s?k=numbers+puzzles+for+toddlers+1-3&page=1,1000,https://www.amazon.com/s?k=numbers+puzzles+for+toddlers+1-3&page=1
shape activities for toddlers 1-3,3312,0.0,0.00,Low,https://www.amazon.com/s?k=shape+activities+for+toddlers+1-3&page=1,10000,https://www.amazon.com/s?k=shape+activities+for+toddlers+1-3&page=1
missing vowels puzzle books for adults,3312,0.0,0,Low,https://www.amazon.com/s?k=missing+vowels+puzzle+books+for+adults&page=1,307,https://www.amazon.com/s?k=missing+vowels+puzzle+books+for+adults&page=1
boho gratitude journal boho white gratitude journal,3311,0.0,0.00,Low,https://www.amazon.com/s?k=boho+gratitude+journal+boho+white+gratitude+journal&page=1,112,https://www.amazon.com/s?k=boho+gratitude+journal+boho+white+gratitude+journal&page=1
gas and mileage log book for car,3312,0.0,0.00,Low,https://www.amazon.com/s?k=gas+and+mileage+log+book+for+car&page=1,10000,https://www.amazon.com/s?k=gas+and+mileage+log+book+for+car&page=1
sticker activity books for kids ages 4-8,3316,0.0,0.00,Low,https://www.amazon.com/s?k=sticker+activity+books+for+kids+ages+4-8&page=1,3000,https://www.amazon.com/s?k=sticker+activity+books+for+kids+ages+4-8&page=1
pink prayer journal for women,3298,0.0,0.00,Low,https://www.amazon.com/s?k=pink+prayer+journal+for+women&page=1,9000,https://www.amazon.com/s?k=pink+prayer+journal+for+women&page=1
nfl activity books for kids ages 9-12,3312,0.0,0.00,Low,https://www.amazon.com/s?k=nfl+activity+books+for+kids+ages+9-12&page=1,174,https://www.amazon.com/s?k=nfl+activity+books+for+kids+ages+9-12&page=1
robot activity book for kids ages 4-8,3312,0.0,0.00,Low,https://www.amazon.com/s?k=robot+activity+book+for+kids+ages+4-8&page=1,3000,https://www.amazon.com/s?k=robot+activity+book+for+kids+ages+4-8&page=1
auto mileage and expense log book,3315,0.0,0.00,Low,https://www.amazon.com/s?k=auto+mileage+and+expense+log+book&page=1,374,https://www.amazon.com/s?k=auto+mileage+and+expense+log+book&page=1
korean writing practice notebook,3313,30.0,0,High,https://www.amazon.com/s?k=korean+writing+practice+notebook&page=1,369,https://www.amazon.com/s?k=korean+writing+practice+notebook&page=1
kawaii notebooks college ruled,3297,0.0,0.00,Low,https://www.amazon.com/s?k=kawaii+notebooks+college+ruled&page=1,1000,https://www.amazon.com/s?k=kawaii+notebooks+college+ruled&page=1
ledger notebook with pockets,3297,0.0,0.00,Low,https://www.amazon.com/s?k=ledger+notebook+with+pockets&page=1,1000,https://www.amazon.com/s?k=ledger+notebook+with+pockets&page=1
number writing practice book,3297,10.0,0,High,https://www.amazon.com/s?k=number+writing+practice+book&page=1,20000,https://www.amazon.com/s?k=number+writing+practice+book&page=1
big dot markers activity book,3296,0.0,0.00,Low,https://www.amazon.com/s?k=big+dot+markers+activity+book&page=1,1000,https://www.amazon.com/s?k=big+dot+markers+activity+book&page=1
shark activity book for kids ages 4-8,3312,0.0,0.00,Low,https://www.amazon.com/s?k=shark+activity+book+for+kids+ages+4-8&page=1,4000,https://www.amazon.com/s?k=shark+activity+book+for+kids+ages+4-8&page=1
single subject spiral notebook with pockets,3313,0.0,0.00,Low,https://www.amazon.com/s?k=single+subject+spiral+notebook+with+pockets&page=1,811,https://www.amazon.com/s?k=single+subject+spiral+notebook+with+pockets&page=1
kids cursive writing workbook,3296,0.0,0,Low,https://www.amazon.com/s?k=kids+cursive+writing+workbook&page=1,10000,https://www.amazon.com/s?k=kids+cursive+writing+workbook&page=1
hearts notebook pink journal full of love,3312,0.0,0.00,Low,https://www.amazon.com/s?k=hearts+notebook+pink+journal+full+of+love&page=1,114,https://www.amazon.com/s?k=hearts+notebook+pink+journal+full+of+love&page=1
mileage and expense log book,3297,10.0,1.10,High,https://www.amazon.com/s?k=mileage+and+expense+log+book&page=1,20000,https://www.amazon.com/s?k=mileage+and+expense+log+book&page=1
blank music sheets for piano,3295,0.0,0.00,Low,https://www.amazon.com/s?k=blank+music+sheets+for+piano&page=1,2000,https://www.amazon.com/s?k=blank+music+sheets+for+piano&page=1
cursive writing practice for kids,3313,0.0,0,Low,https://www.amazon.com/s?k=cursive+writing+practice+for+kids&page=1,20000,https://www.amazon.com/s?k=cursive+writing+practice+for+kids&page=1
outdoor toys for toddlers 1-3,3295,0.0,0.00,Low,https://www.amazon.com/s?k=outdoor+toys+for+toddlers+1-3&page=1,4000,https://www.amazon.com/s?k=outdoor+toys+for+toddlers+1-3&page=1
fairy dot marker activity book,3297,0.0,0.00,Low,https://www.amazon.com/s?k=fairy+dot+marker+activity+book&page=1,104,https://www.amazon.com/s?k=fairy+dot+marker+activity+book&page=1
mileage and expenses log book,3296,0.0,0.00,Low,https://www.amazon.com/s?k=mileage+and+expenses+log+book&page=1,625,https://www.amazon.com/s?k=mileage+and+expenses+log+book&page=1
number tracing for preschoolers,3295,0.0,0.00,Low,https://www.amazon.com/s?k=number+tracing+for+preschoolers&page=1,20000,https://www.amazon.com/s?k=number+tracing+for+preschoolers&page=1
number practice writing book,3295,0.0,0,Low,https://www.amazon.com/s?k=number+practice+writing+book&page=1,20000,https://www.amazon.com/s?k=number+practice+writing+book&page=1
gratitude journals for teens,3297,0.0,0.00,Low,https://www.amazon.com/s?k=gratitude+journals+for+teens&page=1,2000,https://www.amazon.com/s?k=gratitude+journals+for+teens&page=1
color and frame coloring book,3294,90.0,0.55,High,https://www.amazon.com/s?k=color+and+frame+coloring+book&page=1,1000,https://www.amazon.com/s?k=color+and+frame+coloring+book&page=1
bible dot markers activity book,3293,0.0,0.00,Low,https://www.amazon.com/s?k=bible+dot+markers+activity+book&page=1,1000,https://www.amazon.com/s?k=bible+dot+markers+activity+book&page=1
hand writing practice for teens,3294,0.0,0,Low,https://www.amazon.com/s?k=hand+writing+practice+for+teens&page=1,3000,https://www.amazon.com/s?k=hand+writing+practice+for+teens&page=1
mickey books for toddlers 1-3,3293,0.0,0.00,Low,https://www.amazon.com/s?k=mickey+books+for+toddlers+1-3&page=1,1000,https://www.amazon.com/s?k=mickey+books+for+toddlers+1-3&page=1
mini mileage log book for taxes,3293,0.0,0.00,Low,https://www.amazon.com/s?k=mini+mileage+log+book+for+taxes&page=1,302,https://www.amazon.com/s?k=mini+mileage+log+book+for+taxes&page=1
truck dot marker activity book,3292,0.0,0.00,Low,https://www.amazon.com/s?k=truck+dot+marker+activity+book&page=1,1000,https://www.amazon.com/s?k=truck+dot+marker+activity+book&page=1
mileage record book for women,3294,0.0,0.00,Low,https://www.amazon.com/s?k=mileage+record+book+for+women&page=1,240,https://www.amazon.com/s?k=mileage+record+book+for+women&page=1
color and chill coloring book,3290,20.0,0.39,High,https://www.amazon.com/s?k=color+and+chill+coloring+book&page=1,232,https://www.amazon.com/s?k=color+and+chill+coloring+book&page=1
indoor activities for toddlers 1-3,3314,0.0,0.00,Low,https://www.amazon.com/s?k=indoor+activities+for+toddlers+1-3&page=1,4000,https://www.amazon.com/s?k=indoor+activities+for+toddlers+1-3&page=1
easy short story books for kids,3293,0.0,0.00,Low,https://www.amazon.com/s?k=easy+short+story+books+for+kids&page=1,9000,https://www.amazon.com/s?k=easy+short+story+books+for+kids&page=1
2023 mileage log book for taxes,3296,0.0,0.00,Low,https://www.amazon.com/s?k=2023+mileage+log+book+for+taxes&page=1,188,https://www.amazon.com/s?k=2023+mileage+log+book+for+taxes&page=1
space dot markers activity book,3291,0.0,0.00,Low,https://www.amazon.com/s?k=space+dot+markers+activity+book&page=1,231,https://www.amazon.com/s?k=space+dot+markers+activity+book&page=1
mileage log book for taxes small,3313,0.0,0.00,Low,https://www.amazon.com/s?k=mileage+log+book+for+taxes+small&page=1,10000,https://www.amazon.com/s?k=mileage+log+book+for+taxes+small&page=1
daily mileage log book for car,3291,0.0,0.00,Low,https://www.amazon.com/s?k=daily+mileage+log+book+for+car&page=1,10000,https://www.amazon.com/s?k=daily+mileage+log+book+for+car&page=1
auto mileage log book tracker,3291,0.0,0.00,Low,https://www.amazon.com/s?k=auto+mileage+log+book+tracker&page=1,419,https://www.amazon.com/s?k=auto+mileage+log+book+tracker&page=1
moments of gratitude journal,3290,10.0,0.03,High,https://www.amazon.com/s?k=moments+of+gratitude+journal&page=1,961,https://www.amazon.com/s?k=moments+of+gratitude+journal&page=1
color books for adult coloring,3290,0.0,0.00,Low,https://www.amazon.com/s?k=color+books+for+adult+coloring&page=1,30000,https://www.amazon.com/s?k=color+books+for+adult+coloring&page=1
teacher planners happy planner,3290,0.0,0.00,Low,https://www.amazon.com/s?k=teacher+planners+happy+planner&page=1,50000,https://www.amazon.com/s?k=teacher+planners+happy+planner&page=1
address and password logbook,3289,0.0,0.00,Low,https://www.amazon.com/s?k=address+and+password+logbook&page=1,1000,https://www.amazon.com/s?k=address+and+password+logbook&page=1
auto mileage log book for taxes,3291,0.0,0.00,Low,https://www.amazon.com/s?k=auto+mileage+log+book+for+taxes&page=1,10000,https://www.amazon.com/s?k=auto+mileage+log+book+for+taxes&page=1
notebook/journal with pockets,3292,0.0,0.00,Low,https://www.amazon.com/s?k=notebook/journal+with+pockets&page=1,70000,https://www.amazon.com/s?k=notebook/journal+with+pockets&page=1
the lift log workout journal,3289,0.0,0.00,Low,https://www.amazon.com/s?k=the+lift+log+workout+journal&page=1,418,https://www.amazon.com/s?k=the+lift+log+workout+journal&page=1
workout notebook log for men,3289,0.0,0.00,Low,https://www.amazon.com/s?k=workout+notebook+log+for+men&page=1,223,https://www.amazon.com/s?k=workout+notebook+log+for+men&page=1
empty comic book to make a book,3293,0.0,0.00,Low,https://www.amazon.com/s?k=empty+comic+book+to+make+a+book&page=1,232,https://www.amazon.com/s?k=empty+comic+book+to+make+a+book&page=1
daily gratitude journal for men,3295,10.0,1.14,High,https://www.amazon.com/s?k=daily+gratitude+journal+for+men&page=1,1000,https://www.amazon.com/s?k=daily+gratitude+journal+for+men&page=1
color mess free coloring book,3289,0.0,0.00,Low,https://www.amazon.com/s?k=color+mess+free+coloring+book&page=1,928,https://www.amazon.com/s?k=color+mess+free+coloring+book&page=1
travel activities kids ages 4-8,3290,0.0,0.00,Low,https://www.amazon.com/s?k=travel+activities+kids+ages+4-8&page=1,20000,https://www.amazon.com/s?k=travel+activities+kids+ages+4-8&page=1
cursive practice for kids 8-10,3287,0.0,0,Low,https://www.amazon.com/s?k=cursive+practice+for+kids+8-10&page=1,763,https://www.amazon.com/s?k=cursive+practice+for+kids+8-10&page=1
numbers books for toddlers 1-3,3289,0.0,0.00,Low,https://www.amazon.com/s?k=numbers+books+for+toddlers+1-3&page=1,20000,https://www.amazon.com/s?k=numbers+books+for+toddlers+1-3&page=1
kawaii notebook college ruled,3297,0.0,0.00,Low,https://www.amazon.com/s?k=kawaii+notebook+college+ruled&page=1,40000,https://www.amazon.com/s?k=kawaii+notebook+college+ruled&page=1
folder notebook with pockets,3292,0.0,0.00,Low,https://www.amazon.com/s?k=folder+notebook+with+pockets&page=1,4000,https://www.amazon.com/s?k=folder+notebook+with+pockets&page=1
cursive practice for kids 10-12,3289,0.0,0,Low,https://www.amazon.com/s?k=cursive+practice+for+kids+10-12&page=1,602,https://www.amazon.com/s?k=cursive+practice+for+kids+10-12&page=1
book coloring book for adults,3287,0.0,0.00,Low,https://www.amazon.com/s?k=book+coloring+book+for+adults&page=1,100000,https://www.amazon.com/s?k=book+coloring+book+for+adults&page=1
dream in color coloring book,3287,20.0,0.13,High,https://www.amazon.com/s?k=dream+in+color+coloring+book&page=1,2000,https://www.amazon.com/s?k=dream+in+color+coloring+book&page=1
grey composition notebooks,3274,0.0,0.00,Low,https://www.amazon.com/s?k=grey+composition+notebooks&page=1,10000,https://www.amazon.com/s?k=grey+composition+notebooks&page=1
mummy composition notebook,3272,0.0,0.00,Low,https://www.amazon.com/s?k=mummy+composition+notebook&page=1,1000,https://www.amazon.com/s?k=mummy+composition+notebook&page=1
scary composition notebook,3274,0.0,0.00,Low,https://www.amazon.com/s?k=scary+composition+notebook&page=1,181,https://www.amazon.com/s?k=scary+composition+notebook&page=1
birds composition notebook,3273,0.0,0.00,Low,https://www.amazon.com/s?k=birds+composition+notebook&page=1,796,https://www.amazon.com/s?k=birds+composition+notebook&page=1
arabic story book for kids,3272,0.0,0.00,Low,https://www.amazon.com/s?k=arabic+story+book+for+kids&page=1,2000,https://www.amazon.com/s?k=arabic+story+book+for+kids&page=1
bowling toys for toddlers 1-3,3288,0.0,0.00,Low,https://www.amazon.com/s?k=bowling+toys+for+toddlers+1-3&page=1,718,https://www.amazon.com/s?k=bowling+toys+for+toddlers+1-3&page=1
color together coloring book,3289,0.0,0.00,Low,https://www.amazon.com/s?k=color+together+coloring+book&page=1,6000,https://www.amazon.com/s?k=color+together+coloring+book&page=1
autumn activities for kids,3275,0.0,0.00,Low,https://www.amazon.com/s?k=autumn+activities+for+kids&page=1,20000,https://www.amazon.com/s?k=autumn+activities+for+kids&page=1
workout notebook log women,3274,0.0,0.00,Low,https://www.amazon.com/s?k=workout+notebook+log+women&page=1,514,https://www.amazon.com/s?k=workout+notebook+log+women&page=1
daily accomplishment journal,3288,30.0,1.46,High,https://www.amazon.com/s?k=daily+accomplishment+journal&page=1,1000,https://www.amazon.com/s?k=daily+accomplishment+journal&page=1
black composition notebook,3271,720.0,1.18,High,https://www.amazon.com/s?k=black+composition+notebook&page=1,2000,https://www.amazon.com/s?k=black+composition+notebook&page=1
coffe composition notebook,3271,0.0,0.00,Low,https://www.amazon.com/s?k=coffe+composition+notebook&page=1,850,https://www.amazon.com/s?k=coffe+composition+notebook&page=1
prime composition notebook,3270,0.0,0.00,Low,https://www.amazon.com/s?k=prime+composition+notebook&page=1,50000,https://www.amazon.com/s?k=prime+composition+notebook&page=1
kids cursive writing practice,3288,0.0,0,Low,https://www.amazon.com/s?k=kids+cursive+writing+practice&page=1,20000,https://www.amazon.com/s?k=kids+cursive+writing+practice&page=1
llama composition notebook,3270,10.0,1.20,High,https://www.amazon.com/s?k=llama+composition+notebook&page=1,320,https://www.amazon.com/s?k=llama+composition+notebook&page=1
missing vowels large print,3270,0.0,0,Low,https://www.amazon.com/s?k=missing+vowels+large+print&page=1,201,https://www.amazon.com/s?k=missing+vowels+large+print&page=1
indoor activities for kids,3274,0.0,0.00,Low,https://www.amazon.com/s?k=indoor+activities+for+kids&page=1,2000,https://www.amazon.com/s?k=indoor+activities+for+kids&page=1
science activities for kids,3269,0.0,0.00,Low,https://www.amazon.com/s?k=science+activities+for+kids&page=1,4000,https://www.amazon.com/s?k=science+activities+for+kids&page=1
numbers book for toddlers 1-3,3287,0.0,0.00,Low,https://www.amazon.com/s?k=numbers+book+for+toddlers+1-3&page=1,7000,https://www.amazon.com/s?k=numbers+book+for+toddlers+1-3&page=1
aries composition notebook,3269,0.0,0.00,Low,https://www.amazon.com/s?k=aries+composition+notebook&page=1,1000,https://www.amazon.com/s?k=aries+composition+notebook&page=1
autism activities for kids,3269,0.0,0.00,Low,https://www.amazon.com/s?k=autism+activities+for+kids&page=1,5000,https://www.amazon.com/s?k=autism+activities+for+kids&page=1
missing vowels penny press,3269,0.0,0,Low,https://www.amazon.com/s?k=missing+vowels+penny+press&page=1,112,https://www.amazon.com/s?k=missing+vowels+penny+press&page=1
the gratitude journal pink,3268,50.0,0.39,High,https://www.amazon.com/s?k=the+gratitude+journal+pink&page=1,1000,https://www.amazon.com/s?k=the+gratitude+journal+pink&page=1
fairy composition notebook,3268,0.0,0.00,Low,https://www.amazon.com/s?k=fairy+composition+notebook&page=1,622,https://www.amazon.com/s?k=fairy+composition+notebook&page=1
color wonder coloring books,3270,0.0,0.00,Low,https://www.amazon.com/s?k=color+wonder+coloring+books&page=1,388,https://www.amazon.com/s?k=color+wonder+coloring+books&page=1
prayer journal to write in,3269,10.0,0.00,Low,https://www.amazon.com/s?k=prayer+journal+to+write+in&page=1,10000,https://www.amazon.com/s?k=prayer+journal+to+write+in&page=1
missing vowel puzzle books,3269,10.0,1.02,High,https://www.amazon.com/s?k=missing+vowel+puzzle+books&page=1,254,https://www.amazon.com/s?k=missing+vowel+puzzle+books&page=1
poetry activities for kids,3268,0.0,0.00,Low,https://www.amazon.com/s?k=poetry+activities+for+kids&page=1,6000,https://www.amazon.com/s?k=poetry+activities+for+kids&page=1
emoji composition notebook,3268,20.0,0.00,High,https://www.amazon.com/s?k=emoji+composition+notebook&page=1,103,https://www.amazon.com/s?k=emoji+composition+notebook&page=1
girl composition notebooks,3267,0.0,0.00,Low,https://www.amazon.com/s?k=girl+composition+notebooks&page=1,60000,https://www.amazon.com/s?k=girl+composition+notebooks&page=1
planet activities for kids,3268,0.0,0.00,Low,https://www.amazon.com/s?k=planet+activities+for+kids&page=1,30000,https://www.amazon.com/s?k=planet+activities+for+kids&page=1
