Keyword,AMZ Search Volume,Google Search Volume,Google CPC,Google Competition,Amazon_Search_URL,Product_count,Product_url
story books for,5397,170.0,4.59,High,https://www.amazon.com/s?k=story+books+for&page=1,200000,https://www.amazon.com/s?k=story+books+for&page=1
moleskine notebook pocket,5384,0.0,0.00,Low,https://www.amazon.com/s?k=moleskine+notebook+pocket&page=1,772,https://www.amazon.com/s?k=moleskine+notebook+pocket&page=1
sketching books,5402,0.0,0.00,Low,https://www.amazon.com/s?k=sketching+books&page=1,3000,https://www.amazon.com/s?k=sketching+books&page=1
fall journaling,5320,20.0,0.00,High,https://www.amazon.com/s?k=fall+journaling&page=1,1000,https://www.amazon.com/s?k=fall+journaling&page=1
find puzzle book,5503,0.0,0.00,Low,https://www.amazon.com/s?k=find+puzzle+book&page=1,60000,https://www.amazon.com/s?k=find+puzzle+book&page=1
man sketch book,5397,0.0,0.00,Low,https://www.amazon.com/s?k=man+sketch+book&page=1,20000,https://www.amazon.com/s?k=man+sketch+book&page=1
car mileage log,5316,480.0,4.14,High,https://www.amazon.com/s?k=car+mileage+log&page=1,30000,https://www.amazon.com/s?k=car+mileage+log&page=1
baby guest book,5318,0.0,0.00,Low,https://www.amazon.com/s?k=baby+guest+book&page=1,2000,https://www.amazon.com/s?k=baby+guest+book&page=1
work guest book,5314,0.0,0.00,Low,https://www.amazon.com/s?k=work+guest+book&page=1,2000,https://www.amazon.com/s?k=work+guest+book&page=1
pig sketch book,5396,0.0,0.00,Low,https://www.amazon.com/s?k=pig+sketch+book&page=1,869,https://www.amazon.com/s?k=pig+sketch+book&page=1
camp guest book,5318,0.0,0.00,Low,https://www.amazon.com/s?k=camp+guest+book&page=1,304,https://www.amazon.com/s?k=camp+guest+book&page=1
story book kids,5317,0.0,0.00,Low,https://www.amazon.com/s?k=story+book+kids&page=1,90000,https://www.amazon.com/s?k=story+book+kids&page=1
guest book 2022,5320,0.0,0.00,Low,https://www.amazon.com/s?k=guest+book+2022&page=1,1000,https://www.amazon.com/s?k=guest+book+2022&page=1
prayer. journal,5311,0.0,0.00,Low,https://www.amazon.com/s?k=prayer.+journal&page=1,20000,https://www.amazon.com/s?k=prayer.+journal&page=1
sketch book for,5396,10.0,1.27,High,https://www.amazon.com/s?k=sketch+book+for&page=1,70000,https://www.amazon.com/s?k=sketch+book+for&page=1
blan comic book,5320,0.0,0.00,Low,https://www.amazon.com/s?k=blan+comic+book&page=1,222,https://www.amazon.com/s?k=blan+comic+book&page=1
sketch book kid,5314,0.0,0.00,Low,https://www.amazon.com/s?k=sketch+book+kid&page=1,10000,https://www.amazon.com/s?k=sketch+book+kid&page=1
authors journal,5310,0.0,0.00,Low,https://www.amazon.com/s?k=authors+journal&page=1,80000,https://www.amazon.com/s?k=authors+journal&page=1
comic note book,5310,70.0,0.41,High,https://www.amazon.com/s?k=comic+note+book&page=1,3000,https://www.amazon.com/s?k=comic+note+book&page=1
daily journal n,5311,0.0,0.00,Low,https://www.amazon.com/s?k=daily+journal+n&page=1,10000,https://www.amazon.com/s?k=daily+journal+n&page=1
fun puzzle book,5303,0.0,0.00,Low,https://www.amazon.com/s?k=fun+puzzle+book&page=1,20000,https://www.amazon.com/s?k=fun+puzzle+book&page=1
2022 guest book,5303,0.0,0.00,Low,https://www.amazon.com/s?k=2022+guest+book&page=1,1000,https://www.amazon.com/s?k=2022+guest+book&page=1
journa calendar,5314,0.0,0.00,Low,https://www.amazon.com/s?k=journa+calendar&page=1,6000,https://www.amazon.com/s?k=journa+calendar&page=1
lake guest book,5308,10.0,1.82,High,https://www.amazon.com/s?k=lake+guest+book&page=1,556,https://www.amazon.com/s?k=lake+guest+book&page=1
beliefs journal,5306,0.0,0.00,Low,https://www.amazon.com/s?k=beliefs+journal&page=1,5000,https://www.amazon.com/s?k=beliefs+journal&page=1
dot grid notebook,5200,0.6,"6,800.00",,https://www.amazon.com/s?k=dot+grid+notebook&page=1,2000,https://www.amazon.com/s?k=dot+grid+notebook&page=1
diy guest book,5145,480.0,2.00,High,https://www.amazon.com/s?k=diy+guest+book&page=1,436,https://www.amazon.com/s?k=diy+guest+book&page=1
cow sketch book,5308,0.0,0.00,Low,https://www.amazon.com/s?k=cow+sketch+book&page=1,824,https://www.amazon.com/s?k=cow+sketch+book&page=1
bills trackers,5142,0.0,0.00,Low,https://www.amazon.com/s?k=bills+trackers&page=1,2000,https://www.amazon.com/s?k=bills+trackers&page=1
mini notebook,5200,1.4,"7,900.00",,https://www.amazon.com/s?k=mini+notebook&page=1,5000,https://www.amazon.com/s?k=mini+notebook&page=1
finance tracker,5316,0.0,0.00,Low,https://www.amazon.com/s?k=finance+tracker&page=1,676,https://www.amazon.com/s?k=finance+tracker&page=1
wood guest book,5396,1000.0,1.67,High,https://www.amazon.com/s?k=wood+guest+book&page=1,727,https://www.amazon.com/s?k=wood+guest+book&page=1
nanny log book,5145,50.0,1.57,High,https://www.amazon.com/s?k=nanny+log+book&page=1,304,https://www.amazon.com/s?k=nanny+log+book&page=1
grad guest book,5319,880.0,1.42,High,https://www.amazon.com/s?k=grad+guest+book&page=1,665,https://www.amazon.com/s?k=grad+guest+book&page=1
comic art book,5145,260.0,0.75,High,https://www.amazon.com/s?k=comic+art+book&page=1,30000,https://www.amazon.com/s?k=comic+art+book&page=1
no trace nails,5142,0.0,0.00,Low,https://www.amazon.com/s?k=no+trace+nails&page=1,480,https://www.amazon.com/s?k=no+trace+nails&page=1
miles log book,5140,1300.0,1.61,High,https://www.amazon.com/s?k=miles+log+book&page=1,3000,https://www.amazon.com/s?k=miles+log+book&page=1
trace for kids,5140,0.0,0.00,Low,https://www.amazon.com/s?k=trace+for+kids&page=1,6000,https://www.amazon.com/s?k=trace+for+kids&page=1
daily calendars,5311,0.0,0.00,Low,https://www.amazon.com/s?k=daily+calendars&page=1,10000,https://www.amazon.com/s?k=daily+calendars&page=1
kid comic book,5141,0.0,0.00,Low,https://www.amazon.com/s?k=kid+comic+book&page=1,30000,https://www.amazon.com/s?k=kid+comic+book&page=1
war comic books,5316,170.0,0.79,High,https://www.amazon.com/s?k=war+comic+books&page=1,10000,https://www.amazon.com/s?k=war+comic+books&page=1
trace workbooks,5306,0.0,0.00,Low,https://www.amazon.com/s?k=trace+workbooks&page=1,4000,https://www.amazon.com/s?k=trace+workbooks&page=1
trace the lines,5319,0.0,0.00,Low,https://www.amazon.com/s?k=trace+the+lines&page=1,1000,https://www.amazon.com/s?k=trace+the+lines&page=1
mini calendars,5138,3600.0,1.42,High,https://www.amazon.com/s?k=mini+calendars&page=1,3000,https://www.amazon.com/s?k=mini+calendars&page=1
jenks planners,5141,0.0,0.00,Low,https://www.amazon.com/s?k=jenks+planners&page=1,132,https://www.amazon.com/s?k=jenks+planners&page=1
habit calendar,5135,1000.0,0.90,High,https://www.amazon.com/s?k=habit+calendar&page=1,1000,https://www.amazon.com/s?k=habit+calendar&page=1
birth log book,5133,40.0,0.48,High,https://www.amazon.com/s?k=birth+log+book&page=1,10000,https://www.amazon.com/s?k=birth+log+book&page=1
moons calendar,5139,60500.0,0.56,High,https://www.amazon.com/s?k=moons+calendar&page=1,5000,https://www.amazon.com/s?k=moons+calendar&page=1
word scrambles,5141,0.0,0,Low,https://www.amazon.com/s?k=word+scrambles&page=1,1000,https://www.amazon.com/s?k=word+scrambles&page=1
guest log book,5132,110.0,0.76,High,https://www.amazon.com/s?k=guest+log+book&page=1,3000,https://www.amazon.com/s?k=guest+log+book&page=1
sleep trackers,5137,0.0,0.00,Low,https://www.amazon.com/s?k=sleep+trackers&page=1,3000,https://www.amazon.com/s?k=sleep+trackers&page=1
spot trace gps,5137,0.0,0.00,Low,https://www.amazon.com/s?k=spot+trace+gps&page=1,99,https://www.amazon.com/s?k=spot+trace+gps&page=1
cat guest book,5059,10.0,0.00,High,https://www.amazon.com/s?k=cat+guest+book&page=1,879,https://www.amazon.com/s?k=cat+guest+book&page=1
guest book for,5139,10.0,0.00,High,https://www.amazon.com/s?k=guest+book+for&page=1,10000,https://www.amazon.com/s?k=guest+book+for&page=1
birds calendar,5136,0.0,0.00,Low,https://www.amazon.com/s?k=birds+calendar&page=1,1000,https://www.amazon.com/s?k=birds+calendar&page=1
akita calendar,5137,30.0,0.25,High,https://www.amazon.com/s?k=akita+calendar&page=1,509,https://www.amazon.com/s?k=akita+calendar&page=1
anime calendar,5133,8100.0,0.54,High,https://www.amazon.com/s?k=anime+calendar&page=1,663,https://www.amazon.com/s?k=anime+calendar&page=1
email log book,5149,0.0,0.00,Low,https://www.amazon.com/s?k=email+log+book&page=1,1000,https://www.amazon.com/s?k=email+log+book&page=1
trace and draw,5060,0.0,0.00,Low,https://www.amazon.com/s?k=trace+and+draw&page=1,773,https://www.amazon.com/s?k=trace+and+draw&page=1
the guest book,5057,8100.0,0.17,High,https://www.amazon.com/s?k=the+guest+book&page=1,10000,https://www.amazon.com/s?k=the+guest+book&page=1
red guest book,5056,70.0,1.60,High,https://www.amazon.com/s?k=red+guest+book&page=1,828,https://www.amazon.com/s?k=red+guest+book&page=1
gold guest book,5313,110.0,1.39,High,https://www.amazon.com/s?k=gold+guest+book&page=1,730,https://www.amazon.com/s?k=gold+guest+book&page=1
gecko calendar,5052,10.0,0.25,High,https://www.amazon.com/s?k=gecko+calendar&page=1,614,https://www.amazon.com/s?k=gecko+calendar&page=1
alien calendar,5139,90.0,0.84,High,https://www.amazon.com/s?k=alien+calendar&page=1,208,https://www.amazon.com/s?k=alien+calendar&page=1
class calendar,5142,880.0,0.93,High,https://www.amazon.com/s?k=class+calendar&page=1,2000,https://www.amazon.com/s?k=class+calendar&page=1
hiker log book,5134,0.0,0.00,Low,https://www.amazon.com/s?k=hiker+log+book&page=1,769,https://www.amazon.com/s?k=hiker+log+book&page=1
ducks calendar,5052,260.0,0.25,High,https://www.amazon.com/s?k=ducks+calendar&page=1,354,https://www.amazon.com/s?k=ducks+calendar&page=1
funny journals,5139,0.0,0.00,Low,https://www.amazon.com/s?k=funny+journals&page=1,20000,https://www.amazon.com/s?k=funny+journals&page=1
daily journals,5048,0.0,0.00,Low,https://www.amazon.com/s?k=daily+journals&page=1,10000,https://www.amazon.com/s?k=daily+journals&page=1
trace evidence,5052,0.0,0.00,Low,https://www.amazon.com/s?k=trace+evidence&page=1,440,https://www.amazon.com/s?k=trace+evidence&page=1
husky calendar,5052,140.0,0.44,High,https://www.amazon.com/s?k=husky+calendar&page=1,1000,https://www.amazon.com/s?k=husky+calendar&page=1
goals calendar,5132,0.0,0.00,Low,https://www.amazon.com/s?k=goals+calendar&page=1,7000,https://www.amazon.com/s?k=goals+calendar&page=1
daily calendar,5046,135000.0,1.25,High,https://www.amazon.com/s?k=daily+calendar&page=1,6000,https://www.amazon.com/s?k=daily+calendar&page=1
sales log book,5059,0.0,0.00,Low,https://www.amazon.com/s?k=sales+log+book&page=1,4000,https://www.amazon.com/s?k=sales+log+book&page=1
faith journals,5131,0.0,0.00,Low,https://www.amazon.com/s?k=faith+journals&page=1,2000,https://www.amazon.com/s?k=faith+journals&page=1
points tracker,5047,0.0,0.00,Low,https://www.amazon.com/s?k=points+tracker&page=1,1000,https://www.amazon.com/s?k=points+tracker&page=1
bills calendar,5047,0.0,0.00,Low,https://www.amazon.com/s?k=bills+calendar&page=1,2000,https://www.amazon.com/s?k=bills+calendar&page=1
sketching book,5045,0.0,0.00,Low,https://www.amazon.com/s?k=sketching+book&page=1,5000,https://www.amazon.com/s?k=sketching+book&page=1
trace workbook,5047,0.0,0.00,Low,https://www.amazon.com/s?k=trace+workbook&page=1,3000,https://www.amazon.com/s?k=trace+workbook&page=1
trace alphabet,5056,0.0,0.00,Low,https://www.amazon.com/s?k=trace+alphabet&page=1,20000,https://www.amazon.com/s?k=trace+alphabet&page=1
forex log book,5043,0.0,0.00,Low,https://www.amazon.com/s?k=forex+log+book&page=1,143,https://www.amazon.com/s?k=forex+log+book&page=1
hindu calendar,5049,135000.0,0.07,High,https://www.amazon.com/s?k=hindu+calendar&page=1,645,https://www.amazon.com/s?k=hindu+calendar&page=1
journals journal,2621848,0.0,0.00,Low,https://www.amazon.com/s?k=journals+journal&page=1,80000,https://www.amazon.com/s?k=journals+journal&page=1
event calendar,5045,18100.0,5.65,High,https://www.amazon.com/s?k=event+calendar&page=1,4000,https://www.amazon.com/s?k=event+calendar&page=1
fairy journals,5051,0.0,0.00,Low,https://www.amazon.com/s?k=fairy+journals&page=1,50000,https://www.amazon.com/s?k=fairy+journals&page=1
journals journals,2626262,0.0,0.00,Low,https://www.amazon.com/s?k=journals+journals&page=1,90000,https://www.amazon.com/s?k=journals+journals&page=1
notebooks composition notebook,2581944,0.0,0.00,Low,https://www.amazon.com/s?k=notebooks+composition+notebook&page=1,100000,https://www.amazon.com/s?k=notebooks+composition+notebook&page=1
2022 planners,2621848,1600.0,0.75,High,https://www.amazon.com/s?k=2022+planners&page=1,30000,https://www.amazon.com/s?k=2022+planners&page=1
trace elements,5046,0.0,0.00,Low,https://www.amazon.com/s?k=trace+elements&page=1,1000,https://www.amazon.com/s?k=trace+elements&page=1
daily log book,5050,720.0,1.01,High,https://www.amazon.com/s?k=daily+log+book&page=1,3000,https://www.amazon.com/s?k=daily+log+book&page=1
journals a,2622608,0.0,0.00,Low,https://www.amazon.com/s?k=journals+a&page=1,70000,https://www.amazon.com/s?k=journals+a&page=1
back to school supplies,2625742,0.0,0.00,Low,https://www.amazon.com/s?k=back+to+school+supplies&page=1,5000,https://www.amazon.com/s?k=back+to+school+supplies&page=1
2022 calendars,2575700,450000.0,0.13,High,https://www.amazon.com/s?k=2022+calendars&page=1,5000,https://www.amazon.com/s?k=2022+calendars&page=1
girly journals,5044,140.0,1.30,High,https://www.amazon.com/s?k=girly+journals&page=1,50000,https://www.amazon.com/s?k=girly+journals&page=1
own comic book,5058,20.0,0.00,High,https://www.amazon.com/s?k=own+comic+book&page=1,10000,https://www.amazon.com/s?k=own+comic+book&page=1
art guest book,5057,40.0,1.62,High,https://www.amazon.com/s?k=art+guest+book&page=1,3000,https://www.amazon.com/s?k=art+guest+book&page=1
dog guest book,5045,0.0,0.00,Low,https://www.amazon.com/s?k=dog+guest+book&page=1,658,https://www.amazon.com/s?k=dog+guest+book&page=1
journal journals,2573737,0.0,0.00,Low,https://www.amazon.com/s?k=journal+journals&page=1,70000,https://www.amazon.com/s?k=journal+journals&page=1
notebook composition,2572916,880.0,0.53,High,https://www.amazon.com/s?k=notebook+composition&page=1,20000,https://www.amazon.com/s?k=notebook+composition&page=1
journal journal,2581021,880.0,1.39,High,https://www.amazon.com/s?k=journal+journal&page=1,70000,https://www.amazon.com/s?k=journal+journal&page=1
journal for journal,300629,0.0,0.00,Low,https://www.amazon.com/s?k=journal+for+journal&page=1,70000,https://www.amazon.com/s?k=journal+for+journal&page=1
back to school,2575238,246000.0,1.57,High,https://www.amazon.com/s?k=back+to+school&page=1,30000,https://www.amazon.com/s?k=back+to+school&page=1
planner planners,293405,0.0,0.00,Low,https://www.amazon.com/s?k=planner+planners&page=1,90000,https://www.amazon.com/s?k=planner+planners&page=1
journal,2575925,823000.0,1.44,High,https://www.amazon.com/s?k=journal&page=1,80000,https://www.amazon.com/s?k=journal&page=1
compositions notebooks,302306,0.0,0.00,Low,https://www.amazon.com/s?k=compositions+notebooks&page=1,40000,https://www.amazon.com/s?k=compositions+notebooks&page=1
notebooks composition notebooks,2624074,0.0,0.00,Low,https://www.amazon.com/s?k=notebooks+composition+notebooks&page=1,90000,https://www.amazon.com/s?k=notebooks+composition+notebooks&page=1
adult coloring book coloring book,310308,0.0,0.00,Low,https://www.amazon.com/s?k=adult+coloring+book+coloring+book&page=1,90000,https://www.amazon.com/s?k=adult+coloring+book+coloring+book&page=1
notebooks compositions,2575471,0.0,0.00,Low,https://www.amazon.com/s?k=notebooks+compositions&page=1,50000,https://www.amazon.com/s?k=notebooks+compositions&page=1
composition notebooks,307992,0.0,0.00,Low,https://www.amazon.com/s?k=composition+notebooks&page=1,20000,https://www.amazon.com/s?k=composition+notebooks&page=1
planner planner,289108,673000.0,1.76,High,https://www.amazon.com/s?k=planner+planner&page=1,80000,https://www.amazon.com/s?k=planner+planner&page=1
notebook composition notebook,2576576,0.0,0.00,Low,https://www.amazon.com/s?k=notebook+composition+notebook&page=1,100000,https://www.amazon.com/s?k=notebook+composition+notebook&page=1
composition notebook,305097,0.0,0.00,Low,https://www.amazon.com/s?k=composition+notebook&page=1,20000,https://www.amazon.com/s?k=composition+notebook&page=1
journals for journal,299704,0.0,0.00,Low,https://www.amazon.com/s?k=journals+for+journal&page=1,70000,https://www.amazon.com/s?k=journals+for+journal&page=1
gps trackers,275352,0.0,0.00,Low,https://www.amazon.com/s?k=gps+trackers&page=1,719,https://www.amazon.com/s?k=gps+trackers&page=1
gps tracker,272639,450000.0,2.15,High,https://www.amazon.com/s?k=gps+tracker&page=1,1000,https://www.amazon.com/s?k=gps+tracker&page=1
advent calendar,289829,0.0,0.00,Low,https://www.amazon.com/s?k=advent+calendar&page=1,3000,https://www.amazon.com/s?k=advent+calendar&page=1
planners,232319,0.0,0.00,Low,https://www.amazon.com/s?k=planners&page=1,20000,https://www.amazon.com/s?k=planners&page=1
22 planner,128843,50.0,0.00,High,https://www.amazon.com/s?k=22+planner&page=1,2000,https://www.amazon.com/s?k=22+planner&page=1
planner,207849,673000.0,1.76,High,https://www.amazon.com/s?k=planner&page=1,10000,https://www.amazon.com/s?k=planner&page=1
journal for,271773,0.0,0.00,Low,https://www.amazon.com/s?k=journal+for&page=1,60000,https://www.amazon.com/s?k=journal+for&page=1
journal for journals,300099,0.0,0.00,Low,https://www.amazon.com/s?k=journal+for+journals&page=1,70000,https://www.amazon.com/s?k=journal+for+journals&page=1
prayer journals for women,97640,0.0,0.00,Low,https://www.amazon.com/s?k=prayer+journals+for+women&page=1,10000,https://www.amazon.com/s?k=prayer+journals+for+women&page=1
journals,2619696,0.0,0.00,Low,https://www.amazon.com/s?k=journals&page=1,70000,https://www.amazon.com/s?k=journals&page=1
5 subject notebook with pockets,98070,110.0,0.82,High,https://www.amazon.com/s?k=5+subject+notebook+with+pockets&page=1,1000,https://www.amazon.com/s?k=5+subject+notebook+with+pockets&page=1
journals for,280342,0.0,0.00,Low,https://www.amazon.com/s?k=journals+for&page=1,70000,https://www.amazon.com/s?k=journals+for&page=1
jeppesen pilot logbook professional,98362,0.0,0.00,Low,https://www.amazon.com/s?k=jeppesen+pilot+logbook+professional&page=1,544,https://www.amazon.com/s?k=jeppesen+pilot+logbook+professional&page=1
prayer journal for man,96898,0.0,0.00,Low,https://www.amazon.com/s?k=prayer+journal+for+man&page=1,8000,https://www.amazon.com/s?k=prayer+journal+for+man&page=1
a5 planner,256318,2900.0,1.33,High,https://www.amazon.com/s?k=a5+planner&page=1,3000,https://www.amazon.com/s?k=a5+planner&page=1
budget planner planner,96881,0.0,0.00,Low,https://www.amazon.com/s?k=budget+planner+planner&page=1,9000,https://www.amazon.com/s?k=budget+planner+planner&page=1
coloring book for adults coloring books,98121,0.0,0.00,Low,https://www.amazon.com/s?k=coloring+book+for+adults+coloring+books&page=1,60000,https://www.amazon.com/s?k=coloring+book+for+adults+coloring+books&page=1
2023 planner weekly and monthly planner,98089,0.0,0.00,Low,https://www.amazon.com/s?k=2023+planner+weekly+and+monthly+planner&page=1,9000,https://www.amazon.com/s?k=2023+planner+weekly+and+monthly+planner&page=1
elmo toys for toddlers 1-3,97388,0.0,0.00,Low,https://www.amazon.com/s?k=elmo+toys+for+toddlers+1-3&page=1,2000,https://www.amazon.com/s?k=elmo+toys+for+toddlers+1-3&page=1
busy book for toddlers 1-3,97505,0.0,0.00,Low,https://www.amazon.com/s?k=busy+book+for+toddlers+1-3&page=1,1000,https://www.amazon.com/s?k=busy+book+for+toddlers+1-3&page=1
learnings toys for toddlers 1-3,98143,0.0,0.00,Low,https://www.amazon.com/s?k=learnings+toys+for+toddlers+1-3&page=1,30000,https://www.amazon.com/s?k=learnings+toys+for+toddlers+1-3&page=1
back to school supplie,96686,0.0,0.00,Low,https://www.amazon.com/s?k=back+to+school+supplie&page=1,233,https://www.amazon.com/s?k=back+to+school+supplie&page=1
1 subject notebook with pockets,96374,0.0,0.00,Low,https://www.amazon.com/s?k=1+subject+notebook+with+pockets&page=1,1000,https://www.amazon.com/s?k=1+subject+notebook+with+pockets&page=1
coloring book coloring,96728,210.0,0.72,High,https://www.amazon.com/s?k=coloring+book+coloring&page=1,80000,https://www.amazon.com/s?k=coloring+book+coloring&page=1
decomposition composition notebook,96563,10.0,0.69,High,https://www.amazon.com/s?k=decomposition+composition+notebook&page=1,664,https://www.amazon.com/s?k=decomposition+composition+notebook&page=1
notebooks composition,96267,0.0,0.00,Low,https://www.amazon.com/s?k=notebooks+composition&page=1,20000,https://www.amazon.com/s?k=notebooks+composition&page=1
