Name,Short Description,Description,Regular Price,Sale Price,Categories,Images
Top 5 Indoor Garden Plants to Remove Air Toxins,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>This pack contain Chamaedorea Elegans, Syngonium, Areca palm, Schefflera and Money plant which will increase the beauty as well as cleanse the air of your home.</li><li>These plants are easy to care.</li><li>These plants will increase the aesthetic look of your house with their beautiful look.</li><li>These plants do not require too much maintenance.<h3>Combo constituents</h3>
<table class=""crm_product_attr_table"" border=""1""><tbody>
<tr>
<th>SrNo</th>
<th>Item name</th>
<th>Qty</th>
</tr>
<tr>
<td>1</td>
<td>Areca Palm - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">5 inch (13 cm) Grower Round Plastic Pot (Black)</td>
<td>1</td>
</tr>
<tr>
<td>2</td>
<td>Chamaedorea elegans, Parlour Palm - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">5 inch (13 cm) Grower Round Plastic Pot (Black)</td>
<td>1</td>
</tr>
<tr>
<td>3</td>
<td>Schefflera - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">5 inch (13 cm) Grower Round Plastic Pot (Black)</td>
<td>1</td>
</tr>
<tr>
<td>4</td>
<td>Peace Lily, Spathiphyllum - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">5 inch (13 cm) Grower Round Plastic Pot (Black)</td>
<td>1</td>
</tr>
<tr>
<td>5</td>
<td>Super Marble Pebbles (White, Small, Polished) - 250 g</td>
<td>1</td>
</tr>
<tr>
<td>6</td>
<td>Money Plant, Scindapsus (Green) - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left:"">5 inch (13 cm) Grower Round Plastic Pot (Black)</td>
<td>1</td>
</tr>
</tbody></table>
<h3>Special Feature</h3>
<p>Air purifier plants are best known for removing toxins from their surrounding. An air purifier plant is easy to care and require low maintenance. Giving these plants means you are not only giving something beautiful and growing but also a healthy lifestyle for your loved and dear ones. You can keep these plants on a location receiving bright indirect light may it be a window sill or an office desk, these plants will make the receiver happy for sure.<br>Plants are natural air purifie This plant pack contains Chamaedorea Elegans, Syngonium, Areca palm, Schefflera and Money plant which cleanses the air around you by releasing oxygen. Plants are also known to reduce stress, anxiety, improves mood and concentration at work when placed around you.</p>
</li>","₹ 1,770","₹ 1,399",Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-combo-packs-plants-top-5-indoor-garden-plants-to-remove-air-toxins_600x600.jpg?v=1634230327, https://nurserylive.com/cdn/shop/products/nurserylive-combo-packs-plants-top-5-indoor-garden-plants-to-remove-air-toxins-16969389506700_600x600.jpg?v=1634230325, https://nurserylive.com/cdn/shop/products/nurserylive-top-5-indoor-garden-plants-to-remove-air-toxins-2-255606_525x700.jpg?v=1679751770, "
1 Lucky Bamboo Stalk (A Symbol of Commitment) - Gift Plant,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>Lucky Bamboo is well-known for bringing good fortune, prosperity and positive vibes.</li><li>Lucky bamboo symbolize happy life making it a perfect gift for any occasion.</li><li>These plants are extremely easy to take care and require very little maintenance.</li><li>You can keep this plant in air-conditioned rooms also.</li><li>Keep the Lucky bamboo plant away from direct sunlight to avoid overheat from sun exposure.</li><li>Do not spray water or mist in the lucky bamboo leaves, a gentle wiping will remove dust or dirt from it.</li><li>Avoid the use of chlorinated water as it may cause damage to the plant. Maintain the water level to keep the roots submerged in water.</li><li>Change the water, clean the roots of the plant and pot once in a week to keep plants healthy.</li><li>1 stalk of lucky bamboo symbolizes good fortune and happy life .</li><li>Lucky bamboo is a feng shui plant you can give to your family and friends to wish all luck and prosperity.</li><li>The lucky bamboo arrangement is a combination of five essential elements of Feng Shui - earth, wood, water, metal, and fire.</li><li>Place this lucky bamboo in your house or office to enhance the good energy</li>",₹ 229,₹ 199,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-plants-1-lucky-bamboo-stalk-a-symbol-of-commitment-gift-plant-16968367440012_600x600.jpg?v=1634202788, https://nurserylive.com/cdn/shop/products/nurserylive-1-lucky-bamboo-stalk-a-symbol-of-commitment-gift-plant-1-129618_525x700.jpg?v=1679747949, "
Alocasia Hybrid - Plant,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>One of the best attractive foliage plants.</li><li>Low maintenance plant and easily grow in indoor condition.</li><li>Perfect ornamental plant for house .</li><li>Morning sunlight of 1-3 hours a day is ideal and plant grow well in bright light for rest of the day.</li><li>Protect the Alocasia from harsh sunlight as it can cause damage to the foliage.</li><li>The soil should be well drained, fertile and rich in organic content for growing Alocasia plant.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Apply 1 cup(approx.50ml) of water when the top soil (1-2 inch) in the pot feels dry to touch.</li><li>Do not overwater the plant.</li><li>As a rule of thumb, water the plants thoroughly in summer and reduce watering in winter and rainy season.</li><li>Water should be applied preferably in the morning or evening.</li><li>Before application of fertilizer loosen the topsoil without disturbing the roots of the plant so, it can uptake the nutrients and moisture easily.</li><li>Apply organic fertilizer once a month.</li><li>Apply water immediately after application of fertilizer.</li><li>Remove dead, infected or damaged plant parts and discard them away from the plants.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Do not overwater the plant specially when pot doesnt have drainage hole.</li><li>Avoid applying water on leaves it may cause fungus infection.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Apply 1 cup(approx.50ml) of water when the top soil (1-2 inch) in the pot feels dry to touch.</li><li>Keep the plant in natural indirect/artificial bright light.</li><li>Do not re-pot for min. 2 weeks after receiving it.</li><li>These are tropical plants that are treasured for their decorative leaves, and becoming popular as houseplants day by day</li>",₹ 403,₹ 359,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-alocasia-hybrid-plant_600x600.jpg?v=1635938666, https://nurserylive.com/cdn/shop/products/nurserylive-alocasia-hybrid-plant-1-577492_525x700.jpg?v=1679749040, https://nurserylive.com/cdn/shop/products/nurserylive-alocasia-hybrid-plant-2-857375_525x700.jpg?v=1679749040, https://nurserylive.com/cdn/shop/products/nurserylive-alocasia-hybrid-plant-3-343238_525x700.jpg?v=1679749040, https://nurserylive.com/cdn/shop/products/nurserylive-alocasia-hybrid-plant-4-683738_525x700.jpg?v=1679749040, "
"Radermachera, China Doll - Plant","<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>China doll plants need plenty of bright, but indirect, light.</li><li>Keep the plant where it can get at least 4-5 hours of sunlight.</li><li>China doll plants need moist, but well drained, soil.</li><li>Water when the soil on the top of the pot is dry to the touch.</li><li>This plant should not be repotted, as it grows best when its roots are rootbound.</li><li>Prune the plant every year to maintain the plant size.</li><li>Use it as a small shade tree for lawns or to brighten up tables and window sills</li><li>It can also be used for covering empty walls</li>",₹ 499,₹ 399,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-radermachera-plant_600x600.jpg?v=1634227218, "
Top 5 Monsoon Special Foliage Plants for Home Decor,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>",<li>You get 5 best foliage plants for monsoon in a single pack</li><li>The plants in this pack require low maintenance</li><li>Add structure and evergreen touch to any garden</li>,"₹ 1,770","₹ 1,499",Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-combo-packs-plants-top-5-monsoon-special-foliage-plants-for-home-decor-16969390391436_600x600.jpg?v=1634230345, "
Cute Shade Loving Indoor Plants for Office,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>",<li>These will thrive in any room of your home as long as you keep it out of full sun</li><li>Gives oxygen and add beauty</li>,₹ 777,₹ 699,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-combo-packs-plants-cute-shade-loving-indoor-plants-for-office-16968808890508_600x600.jpg?v=1634217351, https://nurserylive.com/cdn/shop/products/nurserylive-cute-shade-loving-indoor-plants-for-office-1-533933_525x700.jpg?v=1679749646, "
Top 4 stress relieving plants pack,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>You get 4 green stress reliever plants along with pots, plates and pebbles in single pack.</li><li>These plants are easy to care and maintain.</li><li>They are also perfect to keep on working tables or desks.<h3>Combo constituents</h3>
<table class=""crm_product_attr_table"" border=""1""><tbody>
<tr>
<th>SrNo</th>
<th>Item name</th>
<th>Qty</th>
</tr>
<tr>
<td>1</td>
<td><span>Syngonium Podophyllum Silver Pearl - Plant</span></td>
<td>1</td>
</tr>
<tr>
<td></td>
<td>4 inch (10 cm) Nursery Pot as Inner</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td>4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (Green)</td>
<td>1</td>
</tr>
<tr>
<td>2</td>
<td>Money Plant Golden, Scindapsus Golden - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td>4 inch (10 cm) Nursery Pot as Inner</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td>4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (Red)</td>
<td>1</td>
</tr>
<tr>
<td>3</td>
<td>Chlorophytum, Spider Plant - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td>4 inch (10 cm) Grower Round Plastic Pot (Black)</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td>4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (Turquoise)</td>
<td>1</td>
</tr>
<tr>
<td>4</td>
<td>Peace Lily, Spathiphyllum - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td>4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (White)</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td>4 inch (10 cm) Grower Round Plastic Pot (Black)</td>
<td>1</td>
</tr>
</tbody></table>
<h3>Special Feature</h3>
<p>The plants in this pack not only brighten the space around you but also purify air around you and they are also helpful to create relaxing ambience relieving your stress<br>Spending time with green plants reduces stress levels and acts as anti depressant therapy. Plants in this pack are also known for their air purifying ability and cleanse toxins from air around them.</p>
</li>",₹ 999,₹ 899,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-top-4-stress-relieving-plants-pack-740449_600x600.jpg?v=1680591121, https://nurserylive.com/cdn/shop/products/nurserylive-top-4-stress-relieving-plants-pack-1-731085_525x700.jpg?v=1680591123, "
"Rubber Tree, Rubber Plant, Ficus elastica - Plant","<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>Extremely dry soil causes baby rubber plant to drop its leaves, while consistently wet soil may cause root or stem rot. </li><li>Water only when the soil becomes dry, usually about once every 10 to 14 days for indoor plants and once every week for outdoor plants.</li><li>As a general rule, baby rubber plant prefers to remain slightly pot-bound when grown indoo </li><li>The plant requires re-potting only once every three or four yea <h3>Rubber Tree care</h3>
<p>Cut below the thinner parts, just above the thick part of the branches. Cut right above leaf nodes. Try to prune the over all size of the plant. Everywhere you prune, new branches will spring up. Think of it as giving your Rubber Tree a haircut. Always keep one set of leaves, at least, so it can continue to make food for itself and regrow.</p>
<table class=""crm_product_attr_table"" border=""1"">
<tbody><tr>
<td>Sunlight </td>
<td>Needs bright light but prefers indirect light that isn t too hot.</td>
</tr>
<tr>
<td>Watering </td>
<td>Susceptible to rot, so water only when completely dry.</td>
</tr>
<tr>
<td>Soil </td>
<td>Place in a light, well-drained compost.</td>
</tr>
<tr>
<td>Temperature </td>
<td>For ideal growing conditions, plants grown indoors need temperatures of 60 to 65 degrees Farenheight during the night and 85 degrees during the day.</td>
</tr>
<tr>
<td>Fertilizer </td>
<td>Implement a balanced liquid fertilizer on a monthly basis between spring and summer.</td>
</tr>
</tbody></table>
<h3>Rubber Tree special feature</h3>
<p>Foliage</p>
<h3>Rubber Tree uses</h3>
<div>
<p><b>Ornamental Use:</b></p>
<ul><li>Used as an ornamental plant</li></ul>
</div>
</li><li>Used as an ornamental plant</li>",₹ 448,₹ 399,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-plants-rubber-tree-rubber-plant-ficus-elastica-plant_600x600.jpg?v=1680766173, https://nurserylive.com/cdn/shop/products/nurserylive-plants-rubber-tree-rubber-plant-ficus-elastica-plant-1_525x700.jpg?v=1680766173, https://nurserylive.com/cdn/shop/products/nurserylive-plants-rubber-tree-rubber-plant-ficus-elastica-plant-2_525x700.jpg?v=1680766173, https://nurserylive.com/cdn/shop/products/nurserylive-plants-rubber-tree-rubber-plant-ficus-elastica-plant-3_525x700.jpg?v=1680766173, "
Anthurium (Red) - Plant,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>One of the rarest indoor flowering plants.</li><li>NASA recommended air purifier plant.</li><li>Low maintenance plant.</li><li>Anthurium symbolizes hospitality.</li><li>Natural indirect/artificial bright light</li><li>Do not expose the plant to direct sunlight.</li><li>The soil should be well drained, porous, rich in organic content.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Apply 3 cup (Approx. 150 ml) water when the top soil (3-4 inch) in pot feels dry to touch.</li><li>Apply water preferably in morning or evening.</li><li>Do not overwater the plant.</li><li>As a rule of thumb, water the plant thoroughly in the summer and reduce watering in winter and rainy season.</li><li>Before the application of fertilizer loosen the topsoil without disturbing the roots of the plant so it can uptake the nutrients and moisture.</li><li>During the main growing season (February to September) feed the plant with organic fertilizer once a month.</li><li>Apply water immediately after application of fertilizer.</li><li>Remove dead, infected or damaged plant parts and discard them away from the plants.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Do not over water the plant especially when pot does not have drainage holes.</li><li>Avoid applying water on flowers and leaves it may cause fungus infection.</li><li>Do not expose the plant to direct sunlight.</li><li>Protect from direct AC vents or dry air.</li><li>Keep the plant in Natural indirect bright Light.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Apply 3 cup (Approx. 150 ml) water when top soil (3-4 inches) feels dry to touch.</li><li>Do not re-pot for min. 2 weeks after receiving it.</li><li>Used as cut flower and decoration of indoor spaces</li>",₹ 732,₹ 659,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-anthurium-red-plant_600x600.jpg?v=1635939352, https://nurserylive.com/cdn/shop/products/nurserylive-anthurium-red-plant-1-937163_525x700.jpg?v=1679749049, https://nurserylive.com/cdn/shop/products/nurserylive-anthurium-red-plant-2-551781_525x700.jpg?v=1679749049, https://nurserylive.com/cdn/shop/products/nurserylive-anthurium-red-plant-3-148984_525x700.jpg?v=1679749049, https://nurserylive.com/cdn/shop/products/nurserylive-anthurium-red-plant-4-949869_525x700.jpg?v=1679749049, "
"Chamaedorea elegans, Parlour Palm - Plant","<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>Best air purifier plant.</li><li>Easy to grow.</li><li>Low maintenance plant.</li><li>Keep the plant in partial sunlight area.</li><li>Also, keep the plant indoor condition where the 2 to 3 hours of sunlight is available, just avoid the darken area.</li><li>Use nutrient rich, well drained, well aereted, and porous potting mix. </li><li>Water a plant when the topsoil in pot (5 to 8 cm) feels dry to touch.</li><li> Water thoroughly in the summer and reduce watering for the winter &amp; rainy season.</li><li>Try to water the plants in the morning around 8-10 am.</li><li>Apply fertilize a plant mostly in the spring and early monsoon season.</li><li>Loosen the topsoil without disturbing the roots to the plant can easily uptake the nutrients and moisture. </li><li>When a plant outgrows in current pot, re-pot with fresh potting soil and some fertilizer.</li><li>Do the re-potting late evening and keep the plant in shady area for 2 to 3 days then move the plant to its required light condition.</li><li>Remove dead, infected or damaged plant parts.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Do not overwater suddenly, check the moisture in the soil first. If too dry then apply water gradually. </li><li>Keep the plant in indirect bright light. Gradually move it to more bright location.</li><li>Do not re-pot immediately after receiving it.</li><li>This is one of the most useful Palms for landscape gardening</li>",₹ 546,₹ 459,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-chamaedorea-elegans-parlour-palm-plant_600x600.jpg?v=1634215869, https://nurserylive.com/cdn/shop/products/nurserylive-chamaedorea-elegans-parlour-palm-plant-1_525x700.jpg?v=1634215868, https://nurserylive.com/cdn/shop/products/nurserylive-chamaedorea-elegans-parlour-palm-plant-2_525x700.jpg?v=1634215865, https://nurserylive.com/cdn/shop/products/nurserylive-chamaedorea-elegans-parlour-palm-plant-3_525x700.jpg?v=1662363839, https://nurserylive.com/cdn/shop/products/nurserylive-chamaedorea-elegans-parlour-palm-plant-4_525x700.jpg?v=1662363839, "
3 Best Plants Indoor to Beat the Air Pollution,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>This pack contain Peace lily, Aloe vera, Areca palm which will increase the beauty as well as cleanse the air of your home.</li><li>These plants are easy to care.</li><li>These plants will increase the aesthetic look of your house with their beautiful look.</li><li>Popular house plant with attractive foliage.<h3>Combo constituents</h3>
<table border=""1"" class=""crm_product_attr_table""><tbody>
<tr>
<th>SrNo</th>
<th>Item name</th>
<th>Qty</th>
</tr>
<tr>
<td>1</td>
<td>Chlorophytum, Spider Plant in 4 inch (10 cm) Pot</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left: 16px;"">4 inch (10 cm) Nursery Pot as Inner</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left: 16px;"">4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (Red)</td>
<td>1</td>
</tr>
<tr>
<td>2</td>
<td>Aloe vera - Succulent Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left: 16px;"">4 inch (10 cm) Nursery Pot as Inner</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left: 16px;"">4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (Black)</td>
<td>1</td>
</tr>
<tr>
<td>3</td>
<td>Peace Lily, Spathiphyllum - Plant</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left: 16px;"">4 inch (10 cm) Nursery Pot as Inner</td>
<td>1</td>
</tr>
<tr>
<td></td>
<td style=""padding-left: 16px;"">4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (Turquoise)</td>
<td>1</td>
</tr>
</tbody></table>
<h3>Special Feature</h3>
<p> </p>
</li><li>You get 3 air purifier plants + 3 colorful plastic pots in a single pack.</li><li>Plants in this pack are easy to care.</li><li>Plants in this pack are known for air purifying ability.</li><li>Plants in this pack are best for your loved and dear ones.</li><li>Plants in this pack are also known to reduce stress, anxiety, improves mood and concentration at work when placed around you.</li>",₹ 773,₹ 459,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-3-best-plants-indoor-to-beat-the-air-pollution-943063_600x600.jpg?v=1679748173, "
Aralia Black - Plant,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>Adequate watering is of course, essential, but over-watering is above all the greatest cause of the demise of virtually all Aralias.</li><li>It is generally thought that plants will thrive when kept on the dry side. </li><li>False aralia does not like to be moved. A sudden change in location causes the leaves to drop off. </li><li>Trimming the tips of an Aralia Plant helps promote new growth. </li><li>Handpick as many of the mealybugs from the plant as possible. </li><li>Treat the areas near the base of the leaves with a cotton swab dipped in alcohol every five days, especially where you see the cottony masses of insects. </li><li>Insecticidal soap is helpful when mealybugs are in the crawling stage before they attach to the foliage and assume their cottony appearance.</li><li>Used as a pot plant for indoor and outdoor decoration</li>",₹ 374,₹ 299,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-aralia-black-plants_600x600.jpg?v=1634213539, "
"Snake Plant, Sansevieria trifasciata Golden Hahnii - Succulent Plant","<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>NASA recommended air purifier plant.</li><li>Best plant for AC rooms, office desk, etc.</li><li>Zero maintenance plant.</li><li>Best indoor plant for low light condition</li><li>Popular houseplant with wavy cross stripes.</li><li><span>Sansevieria trifasciata Golden Hahnii, Snake Plant - Succulent Plant</span></li><li><span>4 inch (10 cm) Grower Round Plastic Pot (Black)</span></li><li><span>4.5 inch (11 cm) Ronda No. 1110 Round Plastic Planter (Yellow)</span></li><li>Keep the plant indoor with bright indirect natural light or bright artifical light.</li><li>Protect the plant from direct harsh sunlight as it can cause damage to the foliage.</li><li>The soil should be well drained and fertile rich in oragnic content.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Water when top soil (3-4 inches) feels dry to touch.</li><li>Water thoroughly in the summer and reduce watering in winter and rainy season.</li><li>During the main growing season feed the plant with organic fertilizer once a month.</li><li>Loosen the topsoil without disturbing the roots of the plant so it can uptake the nutrients and moisture easily.</li><li>When a plant outgrows in current pot, re-pot with fresh potting soil and some fertilizer.</li><li>Do the re-potting late evening and keep the plant in shady area for 2 to 3 days and then move the plant in its suitable climatic condition.</li><li>Remove dead, infected or damaged plant parts and dispose them away from the planting area.</li><li>Spray Neem, Eucalyptus or Citrus oil for any insect/pest attack, as a primary treatment.</li><li>Easily grows in AC rooms but away from AC vents.</li><li>Do not over-water the plant especially when pot does not have drainage holes.</li><li>Keep the plant in natural indirect bright Light.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Water when top soil (1-2 inches) feels dry to touch.</li><li>Do not re-pot for min. 2 weeks after receiving it.</li>",₹ 422,₹ 359,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-sansevieria-trifasciata-golden-hahnii-snake-plant-succulent-plant_600x600.jpg?v=1634228042, https://nurserylive.com/cdn/shop/products/nurserylive-sansevieria-trifasciata-golden-hahnii-snake-plant-succulent-plant-1_525x700.jpg?v=1634228040, https://nurserylive.com/cdn/shop/products/nurserylive-sansevieria-trifasciata-golden-hahnii-snake-plant-succulent-plant-2-663499_525x700.jpg?v=1679751102, https://nurserylive.com/cdn/shop/products/nurserylive-sansevieria-trifasciata-golden-hahnii-snake-plant-succulent-plant-3_525x700.jpg?v=1666442382, https://nurserylive.com/cdn/shop/products/nurserylive-sansevieria-trifasciata-golden-hahnii-snake-plant-succulent-plant-4_525x700.jpg?v=1666442382, "
Anthurium (Any Color) - Plant,"<div class=""product-short-description""> <div id=""legal_div"">
<p>(MRP Inclusive of all taxes)</p>
<ul>
<li>Shipping ₹ 79 for entire order</li>
<li>Dispatch in 7 days</li>
<li>Country of origin: India</li>
</ul>
</div> </div>","<li>One of the rarest indoor flowering plants.</li><li>NASA recommended air purifier plant.</li><li>Low maintenance plant.</li><li>Anthurium symbolizes hospitality.</li><li>Natural indirect/artificial bright light</li><li>Do not expose the plant to direct sunlight.</li><li>The soil should be well drained, porous, rich in organic content.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Apply 3 cup (Approx. 150 ml) water when the top soil (3-4 inch) in pot feels dry to touch.</li><li>Apply water preferably in morning or evening.</li><li>Do not overwater the plant.</li><li>As a rule of thumb, water the plant thoroughly in the summer and reduce watering in winter and rainy season.</li><li>Before the application of fertilizer loosen the topsoil without disturbing the roots of the plant so it can uptake the nutrients and moisture.</li><li>During the main growing season (February to September) feed the plant with organic fertilizer once a month.</li><li>Apply water immediately after application of fertilizer.</li><li>Remove dead, infected or damaged plant parts and discard them away from the plants.</li><li>For any insect attack or disease, you can use Neem oil, Eucalyptus oil or Citrus oil spray for primary treatment.</li><li>Do not over water the plant especially when pot does not have drainage holes.</li><li>Avoid applying water on flowers and leaves it may cause fungus infection.</li><li>Do not expose the plant to direct sunlight.</li><li>Protect from direct AC vents or dry air.</li><li>Keep the plant in Natural indirect bright Light.</li><li>Poke your finger/plain small stick into the soil to check the moisture.</li><li>Apply 3 cup (Approx. 150 ml) water when top soil (3-4 inches) feels dry to touch.</li><li>Do not re-pot for min. 2 weeks after receiving it.</li><li>Used as cut flower and decoration of indoor spaces</li>",₹ 356,₹ 299,Indoor Plants,"https://nurserylive.com/cdn/shop/products/nurserylive-g-anthurium-any-color-plant-188145_600x600.jpg?v=1679749047, https://nurserylive.com/cdn/shop/products/nurserylive-anthurium-any-color-plant-2-626175_600x600.jpg?v=1679749047, https://nurserylive.com/cdn/shop/products/nurserylive-anthurium-any-color-plant-3-105521_600x600.jpg?v=1679749047, https://nurserylive.com/cdn/shop/products/nurserylive-anthurium-any-color-plant-in-4-inch-10-cm-black-pot-691543_600x600.jpg?v=1685018105, "
